img,noise
./input/data//COVID/COVID-1.png,0.6419855924665131
./input/data//COVID/COVID-10.png,1.1500862993351593
./input/data//COVID/COVID-100.png,0.741301109252794
./input/data//COVID/COVID-1000.png,0.7594771103196836
./input/data//COVID/COVID-1001.png,1.2063969358580038
./input/data//COVID/COVID-1002.png,1.5189542206393567
./input/data//COVID/COVID-1003.png,1.0698381002768433
./input/data//COVID/COVID-1004.png,0.6552913487259209
./input/data//COVID/COVID-1005.png,1.3469346995855491
./input/data//COVID/COVID-1006.png,1.2112671806654798
./input/data//COVID/COVID-1007.png,0.9199735084363123
./input/data//COVID/COVID-1008.png,1.0871227846826
./input/data//COVID/COVID-1009.png,0.9017975073694336
./input/data//COVID/COVID-101.png,1.4147684590455782
./input/data//COVID/COVID-1010.png,0.8091348687128357
./input/data//COVID/COVID-1011.png,1.1797854233392047
./input/data//COVID/COVID-1012.png,0.9017975073694282
./input/data//COVID/COVID-1013.png,0.784305989516273
./input/data//COVID/COVID-1014.png,1.3584578225227357
./input/data//COVID/COVID-1015.png,0.8206579916500231
./input/data//COVID/COVID-1016.png,0.9266263865660003
./input/data//COVID/COVID-1017.png,1.9689616576629798
./input/data//COVID/COVID-1018.png,0.9266263865660034
./input/data//COVID/COVID-1019.png,0.8273108697797251
./input/data//COVID/COVID-102.png,0.6453120315313565
./input/data//COVID/COVID-1020.png,1.5189542206393554
./input/data//COVID/COVID-1021.png,0.7164722300562284
./input/data//COVID/COVID-1022.png,0.6419855924665094
./input/data//COVID/COVID-1023.png,1.0259419033522938
./input/data//COVID/COVID-1024.png,0.8951446292397373
./input/data//COVID/COVID-1025.png,0.7164722300562075
./input/data//COVID/COVID-1026.png,0.9017975073694006
./input/data//COVID/COVID-1027.png,0.7413011092528045
./input/data//COVID/COVID-1028.png,0.8521397489762595
./input/data//COVID/COVID-1029.png,0.9133206303066119
./input/data//COVID/COVID-103.png,1.2906240630627175
./input/data//COVID/COVID-1030.png,1.012636147092922
./input/data//COVID/COVID-1031.png,0.7909588676459449
./input/data//COVID/COVID-1032.png,0.919973508436312
./input/data//COVID/COVID-1033.png,0.784305989516278
./input/data//COVID/COVID-1034.png,0.7809795504514023
./input/data//COVID/COVID-1035.png,0.8769686281728526
./input/data//COVID/COVID-1036.png,0.8024819905831342
./input/data//COVID/COVID-1037.png,1.767243012605086
./input/data//COVID/COVID-1038.png,0.7843059895162581
./input/data//COVID/COVID-1039.png,1.265795183866147
./input/data//COVID/COVID-104.png,0.6734673497927672
./input/data//COVID/COVID-1040.png,1.7539372563457138
./input/data//COVID/COVID-1041.png,0.8521397489762988
./input/data//COVID/COVID-1042.png,0.6668144716630645
./input/data//COVID/COVID-1043.png,1.9459154117885884
./input/data//COVID/COVID-1044.png,0.8148964301814223
./input/data//COVID/COVID-1045.png,0.7049491071190518
./input/data//COVID/COVID-1046.png,0.809134868712824
./input/data//COVID/COVID-1047.png,1.032594781481987
./input/data//COVID/COVID-1048.png,0.9017975073694335
./input/data//COVID/COVID-1049.png,0.6759024721965254
./input/data//COVID/COVID-105.png,1.3402818214558516
./input/data//COVID/COVID-1050.png,0.9099941912417832
./input/data//COVID/COVID-1051.png,0.709819351926551
./input/data//COVID/COVID-1052.png,1.710932376082253
./input/data//COVID/COVID-1053.png,1.3633280673302164
./input/data//COVID/COVID-1054.png,0.8339637479094042
./input/data//COVID/COVID-1055.png,1.5801351019697036
./input/data//COVID/COVID-1056.png,1.7291083771491367
./input/data//COVID/COVID-1057.png,1.6231399822331585
./input/data//COVID/COVID-1058.png,1.6612746176891071
./input/data//COVID/COVID-1059.png,1.6909737416931756
./input/data//COVID/COVID-106.png,0.8587926271059821
./input/data//COVID/COVID-1060.png,1.4759493403759119
./input/data//COVID/COVID-1061.png,1.5801351019697172
./input/data//COVID/COVID-1062.png,1.2542720609289464
./input/data//COVID/COVID-1063.png,1.5850053467771985
./input/data//COVID/COVID-1064.png,1.871428774198893
./input/data//COVID/COVID-1065.png,1.166479667079842
./input/data//COVID/COVID-1066.png,1.290624063062704
./input/data//COVID/COVID-1067.png,2.1245878109721033
./input/data//COVID/COVID-1068.png,1.4511204611793347
./input/data//COVID/COVID-1069.png,1.080469906552932
./input/data//COVID/COVID-107.png,1.196178791083912
./input/data//COVID/COVID-1070.png,1.7158026208897537
./input/data//COVID/COVID-1071.png,0.8769686281728553
./input/data//COVID/COVID-1072.png,1.6994092531450586
./input/data//COVID/COVID-1073.png,1.9928992201984592
./input/data//COVID/COVID-1074.png,1.1483036660129602
./input/data//COVID/COVID-1075.png,1.221898986941575
./input/data//COVID/COVID-1076.png,1.8514701398097977
./input/data//COVID/COVID-1077.png,0.8836215063025281
./input/data//COVID/COVID-1078.png,1.0011130241557102
./input/data//COVID/COVID-1079.png,1.7175852542119563
./input/data//COVID/COVID-108.png,0.901797507369439
./input/data//COVID/COVID-1080.png,1.525607098769049
./input/data//COVID/COVID-1081.png,1.01928902522259
./input/data//COVID/COVID-1082.png,1.9889202920520497
./input/data//COVID/COVID-1083.png,0.9696312668294519
./input/data//COVID/COVID-1084.png,1.2427489379917616
./input/data//COVID/COVID-1085.png,0.8654455052356644
./input/data//COVID/COVID-1086.png,0.46331319328299986
./input/data//COVID/COVID-1087.png,1.159826788950156
./input/data//COVID/COVID-1088.png,1.1234747868163937
./input/data//COVID/COVID-1089.png,1.0556410273563563
./input/data//COVID/COVID-109.png,0.7594771103197142
./input/data//COVID/COVID-1090.png,1.1682623004020327
./input/data//COVID/COVID-1091.png,0.8951446292397354
./input/data//COVID/COVID-1092.png,0.8091348687128227
./input/data//COVID/COVID-1093.png,1.0747083450843493
./input/data//COVID/COVID-1094.png,0.9248437532437962
./input/data//COVID/COVID-1095.png,0.6916433508596612
./input/data//COVID/COVID-1096.png,1.7206728656972679
./input/data//COVID/COVID-1097.png,1.9707442909851802
./input/data//COVID/COVID-1098.png,0.7843059895162506
./input/data//COVID/COVID-1099.png,1.5934408582290736
./input/data//COVID/COVID-11.png,1.9219778492531354
./input/data//COVID/COVID-110.png,0.9481288266977407
./input/data//COVID/COVID-1100.png,1.803595014738864
./input/data//COVID/COVID-1101.png,0.7909588676459449
./input/data//COVID/COVID-1102.png,1.0871227846826244
./input/data//COVID/COVID-1103.png,2.086453175516162
./input/data//COVID/COVID-1104.png,1.3651107006524255
./input/data//COVID/COVID-1105.png,0.7909588676459424
./input/data//COVID/COVID-1106.png,1.7818537470275713
./input/data//COVID/COVID-1107.png,0.7098193519265428
./input/data//COVID/COVID-1108.png,1.0192890252226174
./input/data//COVID/COVID-1109.png,2.1791158141727744
./input/data//COVID/COVID-111.png,0.7843059895162547
./input/data//COVID/COVID-1110.png,0.9496726324403844
./input/data//COVID/COVID-1111.png,1.3584578225227233
./input/data//COVID/COVID-1112.png,2.0798002973864538
./input/data//COVID/COVID-1113.png,0.8521397489762851
./input/data//COVID/COVID-1114.png,1.0871227846826306
./input/data//COVID/COVID-1115.png,1.9144336544623448
./input/data//COVID/COVID-1116.png,0.8769686281728538
./input/data//COVID/COVID-1117.png,1.5140839758318834
./input/data//COVID/COVID-1118.png,1.9937905368595186
./input/data//COVID/COVID-1119.png,0.9017975073694152
./input/data//COVID/COVID-112.png,1.7100410594211495
./input/data//COVID/COVID-1120.png,1.563264079065929
./input/data//COVID/COVID-1121.png,1.9392625336588947
./input/data//COVID/COVID-1122.png,1.1731325452095196
./input/data//COVID/COVID-1123.png,1.229443181732371
./input/data//COVID/COVID-1124.png,2.2239033277583737
./input/data//COVID/COVID-1125.png,0.8951446292397227
./input/data//COVID/COVID-1126.png,1.997355803503951
./input/data//COVID/COVID-1127.png,1.9574385347257954
./input/data//COVID/COVID-1128.png,0.7909588676459434
./input/data//COVID/COVID-1129.png,1.0622939054860472
./input/data//COVID/COVID-113.png,0.7594771103196856
./input/data//COVID/COVID-1130.png,1.5304773435765422
./input/data//COVID/COVID-1131.png,1.1483036660129466
./input/data//COVID/COVID-1132.png,1.2875364515774137
./input/data//COVID/COVID-1133.png,1.401462702786192
./input/data//COVID/COVID-1134.png,0.895144629239715
./input/data//COVID/COVID-1135.png,0.9878072678963331
./input/data//COVID/COVID-1136.png,2.382617092552834
./input/data//COVID/COVID-1137.png,0.6849904727299697
./input/data//COVID/COVID-1138.png,1.3070174308073899
./input/data//COVID/COVID-1139.png,2.0664945411270805
./input/data//COVID/COVID-114.png,0.723125108185908
./input/data//COVID/COVID-1140.png,1.019289025222599
./input/data//COVID/COVID-1141.png,0.5559758319396084
./input/data//COVID/COVID-1142.png,1.6861034968856743
./input/data//COVID/COVID-1143.png,0.8091348687128285
./input/data//COVID/COVID-1144.png,1.315452942259283
./input/data//COVID/COVID-1145.png,1.346934699585519
